#======================================================================================
# Kingdomino AI Experiment
#--------------------------------------------------------------------------------------
# 
# Player strategy:   UCTW_FG_C1_0_W0_5
# Opponent strategy: FULL_GREEDY
# 
# Max search time: 0.5 (s)
# Max playouts: 0
# Runs: 200
# 
# System: Linux 3.20GHz
# Output file: kdom_exp-20180218-225300-rev-cd84729-cpu-3.20GHz/kdom_exp_UCTW_FG_C1_0_W0_5_vs_FULL_GREEDY_G200_T0.5_P0.dat
# 
# Executing: 'java -jar out/kdom-exp.jar UCTW_FG_C1_0_W0_5 FULL_GREEDY 0.5 0 kdom_exp-20180218-225300-rev-cd84729-cpu-3.20GHz/kdom_exp_UCTW_FG_C1_0_W0_5_vs_FULL_GREEDY_G200_T0.5_P0.tmp'
# Git Revision: cd84729
#--------------------------------------------------------------------------------------
#
# win, score, num_players, available_moves(13), available_draft(13), chosen_draft_position(13), playouts_per_second(13), scores(13), score_diff, opponent_scores(3)
-1 52 4 2 48 104 56 78 100 16 28 11 8 6 6 1 2 2 4 4 3 4 4 4 1 2 2 3 0 3 1 1 2 1 1 1 4 3 3 2 3 0 15.2 22.7 31.6 36.8 64.9 92.9 160.6 397.6 1412.5 2484.5 35470.0 281886.5 2001029.2 10 11 13 13 18 20 20 28 34 36 39 45 52 -2 49 47 54
-1 55 4 3 72 64 72 64 96 81 9 30 21 24 12 2 3 3 4 3 4 3 3 1 3 3 4 3 0 2 1 2 1 2 2 4 2 2 1 2 3 0 15.3 25.5 27.8 50.3 77.3 128.8 172.9 421.2 580.5 1711.6 4287.5 199839.9 1375626.6 10 10 10 10 12 12 17 20 22 29 43 49 55 -3 51 39 58
-1 24 4 1 96 54 120 12 30 12 24 21 42 4 6 1 1 4 3 4 3 3 3 4 3 3 4 3 0 1 2 1 2 2 2 1 2 2 1 2 3 0 13.6 24.6 32.4 50.7 100.9 148.0 309.0 469.9 974.1 2463.2 6629.2 396510.9 2078557.2 10 10 11 11 11 13 14 16 18 19 19 21 24 -20 32 44 40
-1 33 4 4 24 112 40 4 80 12 1 40 12 12 4 2 4 1 4 4 2 4 2 1 4 2 4 2 0 4 1 1 3 1 3 4 1 3 1 3 2 0 15.8 24.8 30.9 47.5 98.5 116.8 233.4 671.3 615.5 3274.7 5041.3 571301.7 1566289.0 10 11 11 11 12 12 14 17 17 23 24 26 33 -24 51 57 41
-1 28 4 2 72 64 90 56 80 28 11 36 16 18 4 1 2 3 4 3 2 4 2 1 4 2 3 2 0 2 1 2 3 1 3 4 1 3 2 3 1 0 15.5 25.3 33.8 60.2 89.5 137.1 345.1 668.7 699.3 3278.5 7651.2 402356.0 665834.7 10 10 10 11 14 19 12 15 16 18 26 28 28 -37 52 35 65
-1 42 4 3 72 88 80 39 32 72 24 24 12 8 2 1 3 3 4 4 3 4 4 2 4 2 4 1 0 2 1 1 2 1 1 3 1 3 1 4 2 0 15.9 21.1 27.2 46.9 107.7 147.1 209.5 541.2 711.7 3065.3 7299.7 949252.1 1469035.5 10 11 12 12 13 13 13 16 18 24 27 35 42 -7 47 35 49
1 52 4 4 72 72 54 36 15 44 24 12 8 6 6 2 4 3 4 3 3 1 4 4 3 2 3 3 0 2 1 2 2 4 1 1 2 3 2 2 1 0 17.4 28.8 33.7 59.6 88.8 252.5 339.0 628.4 1403.7 4198.5 108340.4 463845.6 1222914.4 10 11 11 11 14 19 19 25 28 37 39 47 52 4 39 39 48
-1 30 4 4 96 104 160 80 88 12 20 6 40 9 4 1 4 4 4 4 4 4 3 2 1 4 3 2 0 1 1 1 1 1 2 3 4 1 2 3 1 0 11.4 25.3 27.9 35.0 51.6 120.2 188.7 377.1 1167.4 1437.6 4483.7 475302.8 1207738.9 10 10 10 10 10 12 12 17 19 19 23 30 30 -34 57 64 57
-1 31 4 3 72 144 40 42 60 14 16 8 24 12 16 2 3 3 4 4 2 3 2 4 1 4 4 4 0 2 1 1 3 2 3 1 4 1 1 1 1 0 15.4 23.3 29.0 41.6 89.3 121.2 226.8 281.2 900.5 881.7 3040.7 153371.5 1129650.1 10 11 11 11 14 14 16 18 23 25 26 26 31 -50 60 74 81
1 62 4 3 72 116 152 200 48 75 42 7 16 15 9 1 3 3 4 4 4 4 3 2 1 4 3 3 0 2 1 1 1 1 2 3 4 1 2 2 2 0 15.0 23.4 29.5 39.3 69.8 160.9 313.1 554.8 1753.6 1759.5 9664.0 447996.5 1685360.2 10 11 12 12 12 14 15 19 22 24 31 45 62 15 47 40 43
