#======================================================================================
# Kingdomino AI Experiment
#--------------------------------------------------------------------------------------
# 
# Player strategy:   UCT_TR_C0_2
# Opponent strategy: FULL_GREEDY
# 
# Max search time: 0.2 (s)
# Max playouts: 0
# Runs: 200
# 
# System: Linux 3.20GHz
# Output file: kdom_exp-20180207-092817-rev-cbbd929-cpu-3.20GHz/kdom_exp_UCT_TR_C0_2_vs_FULL_GREEDY_G200_T0.2_P0.dat
# 
# Executing: 'java -jar out/kdom-exp.jar UCT_TR_C0_2 FULL_GREEDY 0.2 0 kdom_exp-20180207-092817-rev-cbbd929-cpu-3.20GHz/kdom_exp_UCT_TR_C0_2_vs_FULL_GREEDY_G200_T0.2_P0.tmp'
# Git Revision: cbbd929
#--------------------------------------------------------------------------------------
#
# win, score, num_players, available_moves(13), available_draft(13), chosen_draft_position(13), playouts_per_second(13), scores(13), score_diff, opponent_scores(3)
-1 50 4 4 48 54 32 42 48 3 24 16 10 16 6 2 4 2 3 2 3 4 1 2 2 2 4 3 0 3 2 3 2 1 4 3 3 3 1 2 3 0 868.8 4859.4 5696.3 6513.8 8656.4 6594.0 12367.8 12474.8 16173.0 22627.0 25373.1 600343.4 1888973.6 10 12 13 14 18 18 22 22 27 30 34 38 50 -11 61 35 60
-1 77 4 2 96 18 48 36 56 36 16 30 8 9 8 1 2 4 1 4 2 4 3 2 3 2 3 4 0 1 4 1 3 1 2 3 2 3 2 1 2 0 1132.3 3761.6 6104.2 5713.2 6758.3 7299.2 9138.8 12896.1 15099.1 20721.7 53739.9 291653.9 1225822.8 10 10 12 12 15 17 24 30 34 45 50 58 77 -1 49 50 78
1 47 4 4 48 64 24 40 30 16 8 27 12 9 8 1 4 2 4 1 4 2 2 4 3 2 3 4 0 3 1 4 1 3 3 1 2 3 2 1 2 0 1184.8 4638.4 5468.8 6033.7 7979.1 7260.8 11217.8 12211.5 17289.2 22413.4 30032.6 197937.8 1438787.7 10 11 11 12 12 16 21 21 24 29 31 33 47 2 38 45 41
-1 49 4 2 96 16 56 56 11 9 40 4 4 5 16 1 2 4 1 4 4 1 1 4 1 4 1 4 0 1 4 1 1 4 4 1 4 1 4 1 4 0 1254.8 2878.9 5833.6 5472.7 7283.1 7938.9 10672.2 12960.9 21623.1 21607.7 28186.8 45341.1 2096630.6 10 10 13 14 16 18 22 24 31 31 38 38 49 -15 47 48 64
-1 49 4 1 96 18 48 28 56 7 30 14 4 3 2 2 1 4 1 4 2 4 1 3 2 1 1 2 0 1 4 1 3 1 4 2 3 4 4 3 1 0 1063.5 3969.5 5913.1 5662.4 8043.7 6842.5 10798.1 12536.7 17609.0 24451.2 193988.4 832439.6 1190611.8 10 10 12 12 14 14 22 22 27 35 49 49 49 -19 43 51 68
1 66 4 3 72 54 66 12 48 27 14 8 16 6 8 1 3 3 2 3 2 4 3 2 2 4 2 4 0 2 3 2 3 1 2 3 3 1 3 1 4 0 1068.6 4843.8 5808.3 6487.6 8878.5 6891.8 11048.5 13209.7 17537.3 19292.0 247388.1 534811.3 2780669.2 10 11 12 13 15 18 22 31 40 46 52 58 66 5 44 49 61
1 60 4 4 96 54 36 36 20 27 18 40 3 15 12 2 4 4 3 3 2 2 3 2 4 1 3 4 0 1 2 2 3 3 2 3 1 4 2 1 3 0 1096.4 4074.0 5782.3 6227.6 7749.7 7317.7 9235.4 13759.9 13548.7 22134.4 25681.4 202982.5 1140394.7 10 10 11 11 14 15 22 26 28 35 38 45 60 6 39 46 54
1 73 4 1 96 22 88 22 48 16 22 12 32 4 2 1 1 4 1 4 1 3 2 2 2 4 1 2 0 1 4 1 4 2 3 3 3 1 4 3 4 0 1289.8 3847.6 5579.7 5628.0 7897.1 6934.3 9320.5 13185.5 16549.8 17497.1 538575.4 982736.2 2340737.9 10 11 13 14 16 16 20 26 34 43 60 62 73 4 69 44 36
1 58 4 4 96 64 22 16 30 11 10 32 5 3 4 1 4 4 4 1 2 3 1 1 4 1 1 2 0 1 1 4 3 2 4 4 1 4 4 3 2 0 1178.8 4041.5 5447.5 6147.5 8556.6 6874.2 10598.2 14625.2 14688.7 22751.6 219132.2 803901.0 1744423.1 10 10 10 13 14 16 22 27 33 43 52 53 58 2 40 52 56
-1 49 4 4 24 48 80 10 8 32 24 16 3 8 1 1 4 1 3 4 1 1 4 2 4 1 4 1 0 4 2 1 4 4 1 3 1 4 1 4 2 0 978.8 4923.6 5456.0 5346.1 8404.2 7922.0 8684.0 14174.8 16835.0 21596.5 22382.1 995556.5 1255585.7 10 11 11 13 14 19 21 25 27 39 39 39 49 -16 44 49 65
